city,locality,apartment_name,bhk,area_sqft,price_per_sqft_inr,price_in_inr,price_in_lakhs,year_built,floor_no,total_floors,furnishing,near_metro,generated_at
Bengaluru,Hebbal,Pearl Enclave,3,1561,11542,18017062,180.17,2013,4,4,Furnished,No,2026-01-19
Gurgaon,Sector 49,Galaxy Bloom,2,1030,7449,7672470,76.72,2021,4,18,Unfurnished,No,2026-01-19
Ahmedabad,SG Highway,Sunrise Grove,1,653,4123,2692319,26.92,1994,3,9,Furnished,Yes,2026-01-19
Pune,Camp,Iris Bloom,1,581,8566,4976846,49.77,2012,4,22,Semi-Furnished,No,2026-01-19
Hyderabad,Banjara Hills,Royal Villas,4,2334,4997,11662998,116.63,2025,3,26,Unfurnished,No,2026-01-19
Pune,Baner,Silver Grove,3,1299,7042,9147558,91.48,1996,1,25,Unfurnished,No,2026-01-19
Indore,Vijay Nagar,Maple Bay,2,706,2962,2091172,20.91,1994,10,10,Semi-Furnished,Yes,2026-01-19
Mohali,Kharar,Green Plaza,2,843,6275,5289825,52.9,2022,2,8,Semi-Furnished,No,2026-01-19
Delhi,Dwarka,Pearl Bloom,2,901,13701,12344601,123.45,2001,1,6,Unfurnished,No,2026-01-19
Thane,Wagle Estate,Oak Square,2,966,11580,11186280,111.86,2012,2,34,Furnished,Yes,2026-01-19
Hyderabad,Begumpet,Maple Apartments,4,2334,5666,13224444,132.24,1998,5,17,Semi-Furnished,Yes,2026-01-19
Chennai,OMR,Pearl Enclave,2,932,6928,6456896,64.57,1997,3,9,Unfurnished,No,2026-01-19
Ahmedabad,SG Highway,Pearl Terrace,2,886,4597,4072942,40.73,2024,4,11,Furnished,Yes,2026-01-19
Kolkata,Behala,Cedar Grove,2,957,5126,4905582,49.06,1999,6,16,Semi-Furnished,Yes,2026-01-19
Bengaluru,Electronic City,Silver Arcade,2,959,10217,9798103,97.98,2004,1,19,Unfurnished,Yes,2026-01-19
Bengaluru,Jayanagar,Galaxy Plaza,3,1504,7646,11499584,115.0,2024,2,24,Furnished,No,2026-01-19
Kolkata,Behala,Urban Grove,1,674,4921,3316754,33.17,1997,3,15,Unfurnished,No,2026-01-19
Pune,Baner,Palace Apartments,3,1272,7002,8906544,89.07,2006,1,16,Semi-Furnished,No,2026-01-19
Indore,Safal Market,Vista Grove,2,1044,3106,3242664,32.43,2021,1,5,Semi-Furnished,No,2026-01-19
Mumbai,Juhu,Crown Grove,2,1114,26472,29489808,294.9,2001,3,35,Furnished,No,2026-01-19
Hyderabad,Banjara Hills,Regal Apartments,4,2341,7705,18037405,180.37,2008,5,14,Unfurnished,Yes,2026-01-19
Surat,Adajan,Green Enclave,3,1373,3566,4896118,48.96,2009,1,30,Semi-Furnished,Yes,2026-01-19
Mumbai,Powai,Oak Enclave,2,730,30904,22559920,225.6,1993,3,4,Unfurnished,No,2026-01-19
Thane,Powai,Maple Court,2,897,16685,14966445,149.66,2020,2,25,Furnished,Yes,2026-01-19
Hyderabad,Begumpet,Galaxy Bay,2,1090,7252,7904680,79.05,2016,2,31,Furnished,No,2026-01-19
Mohali,Phase 6,Vista Residency,1,636,6416,4080576,40.81,1996,4,11,Furnished,Yes,2026-01-19
Delhi,Dwarka,Vista Plaza,2,898,10622,9538556,95.39,2000,6,8,Unfurnished,No,2026-01-19
Thane,Kolshet,Palace Residency,3,1367,14781,20205627,202.06,2017,2,13,Furnished,Yes,2026-01-19
Chandigarh,Sector 35,Iris Bay,1,682,8242,5621044,56.21,1986,8,28,Furnished,Yes,2026-01-19
Surat,Vesu,Silver Bloom,3,1042,4266,4445172,44.45,2007,1,23,Unfurnished,Yes,2026-01-19
Bengaluru,Electronic City,Hill Residency,2,1150,13170,15145500,151.46,1987,1,4,Furnished,Yes,2026-01-19
Chennai,Velachery,Sunrise Grove,3,1279,5907,7555053,75.55,1988,5,9,Unfurnished,No,2026-01-19
Coimbatore,Sivananda Colony,Vista Plaza,3,1389,3512,4878168,48.78,2004,1,22,Furnished,No,2026-01-19
Mumbai,Bandra,Ocean Residency,2,1155,30904,35694120,356.94,1991,6,8,Semi-Furnished,Yes,2026-01-19
Coimbatore,Singanallur,Pearl Square,2,1037,2700,2799900,28.0,2022,5,11,Semi-Furnished,No,2026-01-19
Mumbai,Bandra,Green Apartments,3,1581,22486,35550366,355.5,2023,2,4,Unfurnished,Yes,2026-01-19
Chennai,T Nagar,Pearl Bay,2,1113,9210,10250730,102.51,1994,3,14,Unfurnished,No,2026-01-19
Vadodara,Vasna,Green Grove,3,1407,2968,4175976,41.76,2008,6,17,Unfurnished,No,2026-01-19
Chandigarh,Sector 9,Amber Plaza,4,1726,6651,11479626,114.8,1987,3,24,Unfurnished,No,2026-01-19
Noida,Sector 50,Cedar Square,1,490,6532,3200680,32.01,2015,3,21,Semi-Furnished,No,2026-01-19
Bengaluru,Electronic City,Vista Garden,3,1337,8276,11065012,110.65,2011,2,19,Unfurnished,No,2026-01-19
Mumbai,BKC,Amber Court,3,1493,31335,46783155,467.83,2013,4,10,Unfurnished,No,2026-01-19
Gurgaon,Sector 49,Ocean Bay,2,994,11024,10957856,109.58,2012,14,20,Unfurnished,No,2026-01-19
Mumbai,Andheri,Silver Garden,3,1316,26267,34567372,345.67,2010,7,28,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Ocean Plaza,2,876,26757,23439132,234.39,2020,3,18,Furnished,No,2026-01-19
Lucknow,Hazratganj,Galaxy Court,1,532,3260,1734320,17.34,2016,3,25,Furnished,No,2026-01-19
Thane,Kolshet,Oak Enclave,3,1359,17649,23984991,239.85,1992,2,30,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 8C,Regal Square,3,1305,9010,11758050,117.58,2025,3,25,Unfurnished,No,2026-01-19
Ahmedabad,Navrangpura,Silver Heights,3,1333,5174,6896942,68.97,1992,4,23,Semi-Furnished,No,2026-01-19
Mohali,Sector 70,Lotus Residency,3,1524,6643,10123932,101.24,2022,1,26,Semi-Furnished,No,2026-01-19
Mumbai,Bandra,Oak Villas,3,1298,23696,30757408,307.57,2017,3,25,Furnished,Yes,2026-01-19
Kolkata,Garia,Pearl Plaza,1,476,3862,1838312,18.38,2010,5,16,Furnished,Yes,2026-01-19
Noida,Sector 137,Sunrise Villas,1,487,8454,4117098,41.17,2025,10,11,Unfurnished,No,2026-01-19
Gurgaon,MG Road,Sunrise Garden,3,1072,9723,10423056,104.23,2007,1,8,Unfurnished,Yes,2026-01-19
Mohali,Phase 3B2,Pearl Enclave,3,1583,6237,9873171,98.73,2022,1,13,Unfurnished,Yes,2026-01-19
Thane,Powai,Sky Arcade,3,1651,15628,25801828,258.02,2014,3,4,Unfurnished,No,2026-01-19
Mumbai,Versova,Sky Apartments,3,1336,21709,29003224,290.03,2018,2,29,Unfurnished,No,2026-01-19
Mumbai,Versova,Pearl Apartments,3,1565,23023,36030995,360.31,1997,1,21,Furnished,No,2026-01-19
Mumbai,Powai,Royal Enclave,1,597,32903,19643091,196.43,1986,12,30,Unfurnished,Yes,2026-01-19
Noida,Greater Noida,Royal Grove,4,2026,10107,20476782,204.77,1994,10,14,Unfurnished,No,2026-01-19
Surat,Adajan,Oak Square,2,751,4622,3471122,34.71,1992,6,12,Semi-Furnished,Yes,2026-01-19
Delhi,Janakpuri,Vista Square,3,1387,13964,19368068,193.68,2002,5,34,Semi-Furnished,No,2026-01-19
Chennai,Besant Nagar,Royal Plaza,1,601,7015,4216015,42.16,1990,3,32,Unfurnished,No,2026-01-19
Delhi,Dwarka,Orchid Arcade,3,1567,10455,16382985,163.83,1994,3,17,Furnished,Yes,2026-01-19
Chennai,Anna Nagar,Cedar Heights,3,1446,5771,8344866,83.45,2011,1,31,Unfurnished,No,2026-01-19
Kolkata,Alipore,Crown Court,3,1248,4831,6029088,60.29,1986,2,29,Furnished,Yes,2026-01-19
Ahmedabad,Naranpura,Royal Court,2,1040,5910,6146400,61.46,2008,1,35,Semi-Furnished,Yes,2026-01-19
Kolkata,Garia,Cedar Residency,1,653,3921,2560413,25.6,2010,1,19,Furnished,Yes,2026-01-19
Lucknow,Chinhat,Amber Court,1,683,3238,2211554,22.12,2021,3,33,Semi-Furnished,Yes,2026-01-19
Ahmedabad,Naranpura,Galaxy Villas,2,735,5167,3797745,37.98,2006,3,20,Semi-Furnished,Yes,2026-01-19
Surat,Udhna,Amber Villas,3,1597,5014,8007358,80.07,2014,2,2,Semi-Furnished,No,2026-01-19
Gurgaon,DLF Phase 1,Sky Enclave,2,881,10336,9106016,91.06,1998,2,28,Furnished,Yes,2026-01-19
Thane,Ghodbunder Road,Cedar Villas,2,978,13122,12833316,128.33,2003,1,2,Unfurnished,Yes,2026-01-19
Coimbatore,Peelamedu,Orchid Enclave,1,586,3391,1987126,19.87,1994,1,35,Semi-Furnished,Yes,2026-01-19
Ahmedabad,SG Highway,Hill Heights,2,872,5193,4528296,45.28,2013,5,26,Unfurnished,No,2026-01-19
Mumbai,Andheri,Oak Heights,3,1053,23907,25174071,251.74,2008,2,26,Semi-Furnished,Yes,2026-01-19
Kolkata,Park Street,Palace Court,1,613,5889,3609957,36.1,1988,1,23,Semi-Furnished,Yes,2026-01-19
Thane,Wagle Estate,Sky Apartments,2,1095,13482,14762790,147.63,2002,6,27,Unfurnished,Yes,2026-01-19
Noida,Noida Extension,Sunrise Apartments,3,1253,7052,8836156,88.36,2012,3,13,Semi-Furnished,No,2026-01-19
Pune,Kharadi,Crystal Arcade,2,909,7935,7212915,72.13,1996,3,14,Unfurnished,Yes,2026-01-19
Noida,Sector 76,Sky Terrace,2,911,7154,6517294,65.17,1989,2,32,Furnished,No,2026-01-19
Hyderabad,Banjara Hills,Iris Court,4,1990,6686,13305140,133.05,2025,5,17,Semi-Furnished,Yes,2026-01-19
Mohali,Phase 6,Crystal Bay,3,1237,6108,7555596,75.56,1993,9,24,Unfurnished,No,2026-01-19
Lucknow,Chinhat,Lotus Grove,3,1330,3732,4963560,49.64,1997,3,26,Unfurnished,Yes,2026-01-19
Surat,Adajan,Pride Terrace,1,578,3228,1865784,18.66,2011,2,5,Semi-Furnished,Yes,2026-01-19
Surat,Udhna,Sky Plaza,3,1281,4367,5594127,55.94,1993,3,8,Semi-Furnished,Yes,2026-01-19
Thane,Wagle Estate,Pride Court,1,704,17028,11987712,119.88,1994,16,22,Semi-Furnished,No,2026-01-19
Delhi,Rohini,Regal Court,2,912,12482,11383584,113.84,2009,6,10,Unfurnished,Yes,2026-01-19
Mohali,Phase 8,Crown Enclave,3,1540,6237,9604980,96.05,1986,2,6,Semi-Furnished,Yes,2026-01-19
Jaipur,Malviya Nagar,Lotus Plaza,3,1160,5251,6091160,60.91,2001,9,18,Furnished,No,2026-01-19
Delhi,Vasant Kunj,Sky Garden,3,1529,12764,19516156,195.16,1996,3,5,Furnished,No,2026-01-19
Mumbai,Andheri,Palace Bay,2,1125,30761,34606125,346.06,2010,3,31,Semi-Furnished,No,2026-01-19
Mumbai,BKC,Royal Heights,4,2496,30768,76796928,767.97,2017,3,8,Unfurnished,No,2026-01-19
Delhi,Sultanpur,Pearl Court,2,1025,13819,14164475,141.64,1991,3,25,Semi-Furnished,Yes,2026-01-19
Mumbai,Andheri,Sunrise Court,1,751,28885,21692635,216.93,2005,1,28,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Royal Bay,3,1153,29963,34547339,345.47,2002,1,12,Unfurnished,No,2026-01-19
Chennai,T Nagar,Galaxy Arcade,4,2271,6576,14934096,149.34,2017,10,22,Unfurnished,No,2026-01-19
Hyderabad,Gachibowli,Ocean Grove,2,1000,7004,7004000,70.04,1990,1,8,Semi-Furnished,No,2026-01-19
Pune,Baner,Pearl Garden,1,545,9798,5339910,53.4,2006,2,2,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Maple Bloom,3,1493,22577,33707461,337.07,2012,4,12,Furnished,No,2026-01-19
Bengaluru,Electronic City,Galaxy Bay,2,1204,10955,13189820,131.9,2011,1,8,Furnished,Yes,2026-01-19
Indore,Vijay Nagar,Palace Plaza,3,1527,2667,4072509,40.73,1986,4,7,Unfurnished,Yes,2026-01-19
Mumbai,BKC,Sunrise Garden,2,1059,31506,33364854,333.65,2021,2,28,Furnished,No,2026-01-19
Chennai,Velachery,Green Arcade,3,1672,8576,14339072,143.39,2017,6,27,Semi-Furnished,No,2026-01-19
Gurgaon,MG Road,Crystal Court,3,1488,11505,17119440,171.19,1990,3,18,Unfurnished,Yes,2026-01-19
Mumbai,Powai,Regal Apartments,2,991,31761,31475151,314.75,2001,2,23,Furnished,Yes,2026-01-19
Mumbai,Juhu,Cedar Terrace,3,1403,29123,40859569,408.6,2006,1,28,Furnished,Yes,2026-01-19
Chandigarh,Sector 21,Pearl Court,3,1198,6223,7455154,74.55,2001,2,20,Unfurnished,Yes,2026-01-19
Mumbai,BKC,Maple Residency,3,1486,26530,39423580,394.24,2021,3,30,Semi-Furnished,No,2026-01-19
Mohali,Phase 3B2,Orchid Apartments,2,1087,5412,5882844,58.83,1993,5,32,Semi-Furnished,No,2026-01-19
Mohali,Phase 3B2,Crown Apartments,1,634,6695,4244630,42.45,2020,5,30,Semi-Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Ocean Bloom,2,1070,24496,26210720,262.11,2008,3,8,Semi-Furnished,No,2026-01-19
Mumbai,Bandra,Urban Garden,2,925,30354,28077450,280.77,2003,6,26,Furnished,No,2026-01-19
Jaipur,Malviya Nagar,Oak Grove,2,763,4955,3780665,37.81,1995,3,3,Furnished,No,2026-01-19
Delhi,Dwarka,Amber Arcade,1,456,8629,3934824,39.35,2010,2,34,Unfurnished,Yes,2026-01-19
Kolkata,Park Street,Iris Arcade,3,1367,6021,8230707,82.31,1999,3,17,Unfurnished,No,2026-01-19
Bengaluru,Electronic City,Pearl Heights,3,1555,11023,17140765,171.41,1993,3,32,Unfurnished,Yes,2026-01-19
Thane,Powai,Urban Terrace,3,1334,11919,15899946,159.0,1987,3,4,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 43,Ocean Square,4,2002,5982,11975964,119.76,2010,1,28,Unfurnished,Yes,2026-01-19
Lucknow,Chinhat,Sunrise Court,2,908,3705,3364140,33.64,1996,6,23,Unfurnished,No,2026-01-19
Bengaluru,Koramangala,Silver Square,1,639,9255,5913945,59.14,2008,1,25,Unfurnished,No,2026-01-19
Bengaluru,Whitefield,Pride Arcade,2,1039,9391,9757249,97.57,2012,4,34,Unfurnished,No,2026-01-19
Delhi,Dwarka,Galaxy Arcade,1,678,13134,8904852,89.05,1986,3,22,Furnished,No,2026-01-19
Gurgaon,DLF Phase 1,Vista Bay,2,992,10802,10715584,107.16,1993,3,23,Furnished,No,2026-01-19
Gurgaon,Cyber City,Galaxy Square,2,963,10587,10195281,101.95,2023,2,33,Semi-Furnished,No,2026-01-19
Pune,Hinjewadi,Amber Enclave,2,979,7857,7692003,76.92,2025,3,29,Semi-Furnished,No,2026-01-19
Vadodara,Akota,Urban Arcade,3,1309,3936,5152224,51.52,2024,3,12,Unfurnished,Yes,2026-01-19
Noida,Noida Extension,Green Enclave,2,1043,7379,7696297,76.96,1987,3,28,Furnished,No,2026-01-19
Mohali,Phase 8,Pride Apartments,2,784,6721,5269264,52.69,1988,5,35,Semi-Furnished,Yes,2026-01-19
Mumbai,Andheri,Regal Enclave,3,976,23760,23189760,231.9,2008,4,25,Unfurnished,No,2026-01-19
Mohali,Phase 3B2,Maple Court,1,758,5629,4266782,42.67,2013,1,24,Semi-Furnished,Yes,2026-01-19
Thane,Powai,Hill Plaza,2,788,13622,10734136,107.34,1996,2,8,Furnished,Yes,2026-01-19
Jaipur,Vaishali Nagar,Orchid Grove,3,1480,4829,7146920,71.47,1987,5,31,Semi-Furnished,No,2026-01-19
Mumbai,Andheri,Lotus Garden,2,974,25068,24416232,244.16,2014,1,7,Unfurnished,No,2026-01-19
Hyderabad,Banjara Hills,Silver Bay,2,940,5912,5557280,55.57,2000,4,13,Furnished,No,2026-01-19
Pune,Kharadi,Green Villas,3,1502,6528,9805056,98.05,2010,1,18,Furnished,No,2026-01-19
Thane,Majiwada,Crystal Heights,2,1029,16723,17207967,172.08,2001,2,24,Semi-Furnished,Yes,2026-01-19
Jaipur,Bani Park,Crown Bay,1,624,4331,2702544,27.03,1987,1,35,Furnished,Yes,2026-01-19
Jaipur,C Scheme,Iris Terrace,2,954,4731,4513374,45.13,1995,2,14,Unfurnished,No,2026-01-19
Mumbai,Andheri,Pearl Garden,2,754,32312,24363248,243.63,1992,2,2,Furnished,No,2026-01-19
Gurgaon,MG Road,Crown Arcade,1,458,8902,4077116,40.77,2003,2,12,Semi-Furnished,Yes,2026-01-19
Thane,Kolshet,Hill Plaza,2,1047,13780,14427660,144.28,2003,6,35,Semi-Furnished,No,2026-01-19
Ahmedabad,SG Highway,Galaxy Plaza,1,649,5774,3747326,37.47,1986,4,30,Furnished,No,2026-01-19
Delhi,Lajpat Nagar,Hill Residency,1,567,13493,7650531,76.51,2020,2,33,Unfurnished,No,2026-01-19
Mumbai,Andheri,Ocean Arcade,1,664,25623,17013672,170.14,2013,5,11,Furnished,No,2026-01-19
Indore,MG Road,Palace Terrace,3,1429,3330,4758570,47.59,2001,1,3,Semi-Furnished,Yes,2026-01-19
Vadodara,Race Course,Palace Garden,2,831,4723,3924813,39.25,2002,6,23,Unfurnished,Yes,2026-01-19
Noida,Sector 137,Iris Apartments,3,1481,6610,9789410,97.89,2013,5,14,Furnished,No,2026-01-19
Chennai,Velachery,Galaxy Court,3,1646,8708,14333368,143.33,2023,1,22,Unfurnished,Yes,2026-01-19
Nagpur,Dhantoli,Sunrise Garden,2,761,3186,2424546,24.25,2008,3,14,Unfurnished,No,2026-01-19
Delhi,Karol Bagh,Regal Bay,3,1625,13769,22374625,223.75,1996,5,26,Furnished,Yes,2026-01-19
Bengaluru,Electronic City,Silver Residency,3,1441,9668,13931588,139.32,2025,8,34,Unfurnished,Yes,2026-01-19
Noida,Sector 76,Royal Residency,3,1444,9886,14275384,142.75,1988,3,35,Unfurnished,Yes,2026-01-19
Chennai,OMR,Amber Plaza,2,1221,9022,11015862,110.16,1999,1,19,Unfurnished,No,2026-01-19
Indore,Bhawar Kuan,Silver Heights,2,718,2575,1848850,18.49,1994,6,18,Furnished,No,2026-01-19
Bengaluru,Koramangala,Cedar Heights,2,903,11139,10058517,100.59,2013,5,30,Furnished,Yes,2026-01-19
Kolkata,Garia,Crown Residency,2,874,6729,5881146,58.81,2003,1,34,Furnished,No,2026-01-19
Mumbai,Lower Parel,Sunrise Terrace,2,1064,20890,22226960,222.27,2002,2,2,Unfurnished,Yes,2026-01-19
Mumbai,Bandra,Silver Apartments,3,1252,25449,31862148,318.62,1991,7,9,Furnished,Yes,2026-01-19
Noida,Noida Extension,Palace Bloom,2,846,10346,8752716,87.53,1998,2,19,Semi-Furnished,No,2026-01-19
Surat,Varachha,Regal Plaza,1,564,3952,2228928,22.29,2013,3,29,Semi-Furnished,No,2026-01-19
Kolkata,Salt Lake,Sky Residency,1,724,5903,4273772,42.74,1988,22,30,Furnished,No,2026-01-19
Mumbai,BKC,Urban Plaza,3,1260,22773,28693980,286.94,2006,2,30,Semi-Furnished,No,2026-01-19
Noida,Sector 76,Ocean Grove,2,996,11080,11035680,110.36,2024,3,24,Unfurnished,No,2026-01-19
Mumbai,Juhu,Galaxy Plaza,3,1544,26634,41122896,411.23,1987,3,3,Semi-Furnished,No,2026-01-19
Noida,Greater Noida,Palace Apartments,3,1355,6587,8925385,89.25,2016,1,7,Unfurnished,No,2026-01-19
Gurgaon,Cyber City,Sunrise Terrace,3,1783,10672,19028176,190.28,1986,1,5,Semi-Furnished,Yes,2026-01-19
Mumbai,BKC,Sunrise Garden,2,969,19931,19313139,193.13,2010,12,23,Unfurnished,Yes,2026-01-19
Delhi,Janakpuri,Pearl Square,2,834,13627,11364918,113.65,2024,10,30,Semi-Furnished,No,2026-01-19
Nagpur,Sitabuldi,Royal Enclave,4,1825,3688,6730600,67.31,2002,2,9,Unfurnished,No,2026-01-19
Hyderabad,Begumpet,Sky Arcade,4,2261,6582,14881902,148.82,2012,5,26,Unfurnished,No,2026-01-19
Mohali,Kharar,Royal Court,4,2289,7483,17128587,171.29,1988,3,29,Furnished,Yes,2026-01-19
Indore,MG Road,Pride Plaza,2,1032,3806,3927792,39.28,1990,8,23,Semi-Furnished,No,2026-01-19
Bengaluru,Indiranagar,Regal Villas,1,667,13036,8695012,86.95,2024,3,22,Unfurnished,No,2026-01-19
Jaipur,Tonk Road,Crystal Court,1,624,4705,2935920,29.36,1998,5,20,Unfurnished,No,2026-01-19
Pune,Hinjewadi,Palace Enclave,1,540,9075,4900500,49.01,1991,3,12,Unfurnished,Yes,2026-01-19
Thane,Powai,Crown Arcade,4,1587,11732,18618684,186.19,1986,4,13,Furnished,Yes,2026-01-19
Kolkata,Alipore,Crown Grove,2,949,5000,4745000,47.45,2009,1,31,Unfurnished,Yes,2026-01-19
Surat,Vesu,Regal Bloom,2,859,5007,4301013,43.01,2001,4,9,Furnished,Yes,2026-01-19
Lucknow,Alambagh,Vista Residency,2,855,3607,3083985,30.84,2021,2,19,Semi-Furnished,Yes,2026-01-19
Bengaluru,Jayanagar,Crown Square,3,1314,8196,10769544,107.7,1986,3,30,Semi-Furnished,Yes,2026-01-19
Surat,Puna Gam,Lotus Court,1,675,3943,2661525,26.62,2014,9,18,Semi-Furnished,No,2026-01-19
Bengaluru,Whitefield,Urban Villas,2,1087,10126,11006962,110.07,1988,1,25,Unfurnished,Yes,2026-01-19
Kolkata,Behala,Pride Bloom,2,951,4531,4308981,43.09,2012,5,15,Semi-Furnished,No,2026-01-19
Pune,Hinjewadi,Sunrise Plaza,2,918,10026,9203868,92.04,2020,2,5,Semi-Furnished,Yes,2026-01-19
Bengaluru,Whitefield,Amber Plaza,3,1060,11656,12355360,123.55,2024,1,15,Unfurnished,Yes,2026-01-19
Mumbai,Versova,Vista Terrace,1,754,32726,24675404,246.75,2007,2,3,Unfurnished,Yes,2026-01-19
Chennai,Besant Nagar,Oak Terrace,2,893,8014,7156502,71.57,2000,2,12,Semi-Furnished,No,2026-01-19
Mohali,Phase 8,Ocean Plaza,2,1011,6993,7069923,70.7,2008,5,9,Furnished,No,2026-01-19
Coimbatore,Singanallur,Regal Arcade,2,1036,3883,4022788,40.23,1999,2,4,Unfurnished,Yes,2026-01-19
Mumbai,Bandra,Iris Villas,3,1089,28686,31239054,312.39,2017,3,14,Furnished,No,2026-01-19
Thane,Ghodbunder Road,Pride Bay,3,1398,15095,21102810,211.03,2017,2,10,Semi-Furnished,Yes,2026-01-19
Vadodara,Vasna,Ocean Court,1,733,4017,2944461,29.44,2012,1,20,Furnished,No,2026-01-19
Delhi,Karol Bagh,Oak Square,1,618,13708,8471544,84.72,2008,1,28,Unfurnished,No,2026-01-19
Kolkata,Garia,Galaxy Villas,3,1055,6172,6511460,65.11,2004,12,33,Semi-Furnished,No,2026-01-19
Gurgaon,Sohna Road,Oak Heights,1,667,7755,5172585,51.73,1994,1,27,Unfurnished,No,2026-01-19
Surat,Varachha,Palace Garden,2,877,4245,3722865,37.23,1998,1,15,Furnished,No,2026-01-19
Kolkata,Garia,Urban Square,3,1287,5194,6684678,66.85,2025,3,18,Unfurnished,Yes,2026-01-19
Kolkata,Park Street,Maple Square,4,2129,5059,10770611,107.71,1985,4,10,Furnished,Yes,2026-01-19
Noida,Greater Noida,Maple Heights,2,962,6638,6385756,63.86,1997,7,17,Semi-Furnished,Yes,2026-01-19
Pune,Baner,Iris Residency,3,1691,10684,18066644,180.67,2010,6,33,Furnished,No,2026-01-19
Chandigarh,Sector 35,Cedar Arcade,3,1277,8112,10359024,103.59,1992,2,35,Unfurnished,Yes,2026-01-19
Mumbai,Andheri,Palace Enclave,2,959,24366,23366994,233.67,2012,2,3,Furnished,Yes,2026-01-19
Delhi,Janakpuri,Green Bay,2,808,12677,10243016,102.43,2004,2,19,Unfurnished,No,2026-01-19
Mumbai,Powai,Iris Bloom,2,1069,23327,24936563,249.37,1989,3,33,Unfurnished,No,2026-01-19
Bengaluru,Electronic City,Pride Garden,2,924,9009,8324316,83.24,2016,1,13,Unfurnished,Yes,2026-01-19
Delhi,Saket,Iris Garden,2,899,13414,12059186,120.59,2020,5,11,Unfurnished,No,2026-01-19
Mumbai,Powai,Maple Plaza,3,1489,22461,33444429,334.44,2015,3,32,Furnished,Yes,2026-01-19
Bengaluru,Hebbal,Orchid Enclave,2,931,11835,11018385,110.18,1997,3,20,Furnished,Yes,2026-01-19
Pune,Baner,Crown Villas,1,670,6278,4206260,42.06,1996,10,11,Semi-Furnished,Yes,2026-01-19
Mumbai,Powai,Green Heights,1,546,32049,17498754,174.99,2002,3,13,Unfurnished,No,2026-01-19
Ahmedabad,SG Highway,Galaxy Heights,1,612,5986,3663432,36.63,2014,4,29,Furnished,Yes,2026-01-19
Gurgaon,Sector 56,Cedar Residency,1,606,11101,6727206,67.27,2025,7,25,Semi-Furnished,Yes,2026-01-19
Hyderabad,Hitech City,Crown Arcade,2,1205,6355,7657775,76.58,1995,5,33,Unfurnished,No,2026-01-19
Chennai,OMR,Amber Plaza,1,556,7485,4161660,41.62,1988,4,31,Unfurnished,No,2026-01-19
Delhi,Rohini,Royal Terrace,3,1241,7993,9919313,99.19,1997,3,35,Semi-Furnished,Yes,2026-01-19
Hyderabad,Kukatpally,Crystal Villas,2,1006,7351,7395106,73.95,1997,3,35,Unfurnished,No,2026-01-19
Vadodara,Race Course,Orchid Residency,1,537,3146,1689402,16.89,2013,1,4,Furnished,Yes,2026-01-19
Mumbai,Bandra,Crystal Garden,2,842,31135,26215670,262.16,2000,3,33,Unfurnished,Yes,2026-01-19
Vadodara,Race Course,Urban Heights,2,999,4158,4153842,41.54,1994,1,8,Semi-Furnished,Yes,2026-01-19
Pune,Wagholi,Pearl Bay,2,1000,8403,8403000,84.03,1997,8,8,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 43,Oak Residency,4,2304,6760,15575040,155.75,2007,5,25,Unfurnished,Yes,2026-01-19
Mumbai,Powai,Sunrise Terrace,2,942,22508,21202536,212.03,1991,7,26,Unfurnished,Yes,2026-01-19
Mumbai,Andheri,Pride Heights,3,1389,28207,39179523,391.8,2002,2,10,Furnished,Yes,2026-01-19
Coimbatore,Kovaipudur,Sky Enclave,2,854,3865,3300710,33.01,2001,3,34,Furnished,No,2026-01-19
Ahmedabad,SG Highway,Palace Square,2,817,4665,3811305,38.11,2019,9,21,Unfurnished,No,2026-01-19
Gurgaon,Sector 49,Oak Arcade,1,518,7911,4097898,40.98,2024,1,21,Furnished,Yes,2026-01-19
Jaipur,Malviya Nagar,Iris Garden,3,1260,4755,5991300,59.91,1987,1,20,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 9,Pride Bay,1,582,6620,3852840,38.53,2013,2,33,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 21,Oak Bay,4,2272,7582,17226304,172.26,1988,2,20,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 43,Sunrise Grove,3,1510,8895,13431450,134.31,1988,7,32,Semi-Furnished,Yes,2026-01-19
Delhi,Rohini,Orchid Plaza,3,1306,13826,18056756,180.57,2013,4,10,Unfurnished,No,2026-01-19
Noida,Sector 18,Sky Apartments,3,1495,9742,14564290,145.64,2005,8,22,Semi-Furnished,No,2026-01-19
Indore,Vijay Nagar,Lotus Residency,3,1555,3450,5364750,53.65,1998,6,6,Unfurnished,No,2026-01-19
Pune,Baner,Amber Arcade,1,561,7403,4153083,41.53,2019,8,14,Semi-Furnished,Yes,2026-01-19
Mohali,Sector 68,Regal Garden,1,624,5622,3508128,35.08,1986,5,26,Semi-Furnished,Yes,2026-01-19
